
DECIMAL   	HEX       	DESCRIPTION
14610688  	0xDEF100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14612736  	0xDEF900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14614784  	0xDF0100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14616832  	0xDF0900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14618880  	0xDF1100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14620928  	0xDF1900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14622976  	0xDF2100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14625024  	0xDF2900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14627072  	0xDF3100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14629120  	0xDF3900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14631168  	0xDF4100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14633216  	0xDF4900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14635264  	0xDF5100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14637312  	0xDF5900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14639360  	0xDF6100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14641408  	0xDF6900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14643456  	0xDF7100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14645504  	0xDF7900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14647552  	0xDF8100  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14649600  	0xDF8900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14651648  	0xDF9100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14653696  	0xDF9900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14655744  	0xDFA100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14657792  	0xDFA900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14659840  	0xDFB100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14661888  	0xDFB900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14663936  	0xDFC100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
14665984  	0xDFC900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14668032  	0xDFD100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14670080  	0xDFD900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14672128  	0xDFE100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14674176  	0xDFE900  	PC bitmap, Windows 3.x format, 44 x 28 x 1
14676224  	0xDFF100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14678272  	0xDFF900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14680320  	0xE00100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14682368  	0xE00900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14684416  	0xE01100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14686464  	0xE01900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14688512  	0xE02100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14690560  	0xE02900  	PC bitmap, Windows 3.x format, 44 x 28 x 1
14692608  	0xE03100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14694656  	0xE03900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14696704  	0xE04100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14698752  	0xE04900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14700800  	0xE05100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14702848  	0xE05900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14704896  	0xE06100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14706944  	0xE06900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14708992  	0xE07100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14711040  	0xE07900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14713088  	0xE08100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14715136  	0xE08900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14717184  	0xE09100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14719232  	0xE09900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14721280  	0xE0A100  	PC bitmap, Windows 3.x format, 60 x 75 x 1
14723328  	0xE0A900  	PC bitmap, Windows 3.x format, 60 x 75 x 1
14725376  	0xE0B100  	PC bitmap, Windows 3.x format, 60 x 75 x 1
14727424  	0xE0B900  	PC bitmap, Windows 3.x format, 44 x 28 x 1
14729472  	0xE0C100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14731520  	0xE0C900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14733568  	0xE0D100  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14735616  	0xE0D900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14737664  	0xE0E100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14739712  	0xE0E900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14741760  	0xE0F100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14743808  	0xE0F900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14745856  	0xE10100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14747904  	0xE10900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14749952  	0xE11100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14752000  	0xE11900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14754048  	0xE12100  	PC bitmap, Windows 3.x format, 32 x 23 x 1
14756096  	0xE12900  	PC bitmap, Windows 3.x format, 32 x 23 x 1
14758144  	0xE13100  	PC bitmap, Windows 3.x format, 56 x 38 x 1
14760192  	0xE13900  	PC bitmap, Windows 3.x format, 60 x 75 x 1
14762240  	0xE14100  	PC bitmap, Windows 3.x format, 32 x 26 x 1
14764288  	0xE14900  	PC bitmap, Windows 3.x format, 54 x 9 x 1
14766336  	0xE15100  	PC bitmap, Windows 3.x format, 54 x 9 x 1
14768384  	0xE15900  	PC bitmap, Windows 3.x format, 24 x 23 x 1
14770432  	0xE16100  	PC bitmap, Windows 3.x format, 32 x 23 x 1
14772480  	0xE16900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14774528  	0xE17100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14776576  	0xE17900  	PC bitmap, Windows 3.x format, 60 x 75 x 1
14778624  	0xE18100  	PC bitmap, Windows 3.x format, 60 x 75 x 1
14780672  	0xE18900  	PC bitmap, Windows 3.x format, 34 x 23 x 1
14782720  	0xE19100  	PC bitmap, Windows 3.x format, 34 x 23 x 1
14784768  	0xE19900  	PC bitmap, Windows 3.x format, 34 x 23 x 1
14786816  	0xE1A100  	PC bitmap, Windows 3.x format, 34 x 23 x 1
14788864  	0xE1A900  	PC bitmap, Windows 3.x format, 44 x 28 x 1
14790912  	0xE1B100  	PC bitmap, Windows 3.x format, 17 x 11 x 1
14792960  	0xE1B900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14795008  	0xE1C100  	PC bitmap, Windows 3.x format, 38 x 23 x 1
14797056  	0xE1C900  	PC bitmap, Windows 3.x format, 54 x 10 x 1
14799104  	0xE1D100  	PC bitmap, Windows 3.x format, 54 x 10 x 1
14801152  	0xE1D900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14803200  	0xE1E100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14805248  	0xE1E900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14807296  	0xE1F100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14809344  	0xE1F900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14811392  	0xE20100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14813440  	0xE20900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14815488  	0xE21100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14817536  	0xE21900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14819584  	0xE22100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14821632  	0xE22900  	PC bitmap, Windows 3.x format, 60 x 75 x 1
14823680  	0xE23100  	PC bitmap, Windows 3.x format, 60 x 75 x 1
14825728  	0xE23900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14827776  	0xE24100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14829824  	0xE24900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14831872  	0xE25100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14833920  	0xE25900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14835968  	0xE26100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14838016  	0xE26900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14840064  	0xE27100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14842112  	0xE27900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14844160  	0xE28100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14846208  	0xE28900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14848256  	0xE29100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14850304  	0xE29900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14852352  	0xE2A100  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14854400  	0xE2A900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14856448  	0xE2B100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14858496  	0xE2B900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14860544  	0xE2C100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14862592  	0xE2C900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14864640  	0xE2D100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14866688  	0xE2D900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14868736  	0xE2E100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14870784  	0xE2E900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14872832  	0xE2F100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14874880  	0xE2F900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14876928  	0xE30100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14878976  	0xE30900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14881024  	0xE31100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14883072  	0xE31900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14885120  	0xE32100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14887168  	0xE32900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14889216  	0xE33100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14891264  	0xE33900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14893312  	0xE34100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14895360  	0xE34900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14897408  	0xE35100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14899456  	0xE35900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14901504  	0xE36100  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14903552  	0xE36900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14905600  	0xE37100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14907648  	0xE37900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14909696  	0xE38100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14911744  	0xE38900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14913792  	0xE39100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14915840  	0xE39900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14917888  	0xE3A100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14919936  	0xE3A900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14921984  	0xE3B100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14924032  	0xE3B900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14926080  	0xE3C100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14928128  	0xE3C900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14930176  	0xE3D100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14932224  	0xE3D900  	PC bitmap, Windows 3.x format, 56 x 38 x 1
14934272  	0xE3E100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14936320  	0xE3E900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14938368  	0xE3F100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14940416  	0xE3F900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14942464  	0xE40100  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14944512  	0xE40900  	PC bitmap, Windows 3.x format, 44 x 28 x 1
14946560  	0xE41100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14948608  	0xE41900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
14950656  	0xE42100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14952704  	0xE42900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14954752  	0xE43100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14956800  	0xE43900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
14958848  	0xE44100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
14960896  	0xE44900  	PC bitmap, Windows 3.x format, 44 x 28 x 1
14962944  	0xE45100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
14964992  	0xE45900  	PC bitmap, Windows 3.x format, 17 x 11 x 1
14967040  	0xE46100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
14969088  	0xE46900  	PC bitmap, Windows 3.x format, 44 x 28 x 1
14971136  	0xE47100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
14973184  	0xE47900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14975232  	0xE48100  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14977280  	0xE48900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14979328  	0xE49100  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14981376  	0xE49900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
14983424  	0xE4A100  	PC bitmap, Windows 3.x format, 60 x 75 x 1
14985472  	0xE4A900  	PC bitmap, Windows 3.x format, 60 x 75 x 1
14987520  	0xE4B100  	PC bitmap, Windows 3.x format, 60 x 75 x 1
14989568  	0xE4B900  	PC bitmap, Windows 3.x format, 60 x 75 x 1
14991616  	0xE4C100  	PC bitmap, Windows 3.x format, 60 x 75 x 1
14993664  	0xE4C900  	PC bitmap, Windows 3.x format, 54 x 11 x 1
14995712  	0xE4D100  	PC bitmap, Windows 3.x format, 54 x 11 x 1
14997760  	0xE4D900  	PC bitmap, Windows 3.x format, 54 x 11 x 1
14999808  	0xE4E100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15001856  	0xE4E900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15003904  	0xE4F100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15005952  	0xE4F900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15008000  	0xE50100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15010048  	0xE50900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15012096  	0xE51100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15014144  	0xE51900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15016192  	0xE52100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15018240  	0xE52900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15020288  	0xE53100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15022336  	0xE53900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15024384  	0xE54100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15026432  	0xE54900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15028480  	0xE55100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15030528  	0xE55900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15032576  	0xE56100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15034624  	0xE56900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15036672  	0xE57100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15038720  	0xE57900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15040768  	0xE58100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15042816  	0xE58900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15044864  	0xE59100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15046912  	0xE59900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15048960  	0xE5A100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15051008  	0xE5A900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15053056  	0xE5B100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15055104  	0xE5B900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15057152  	0xE5C100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15059200  	0xE5C900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15061248  	0xE5D100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15063296  	0xE5D900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15065344  	0xE5E100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15067392  	0xE5E900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15069440  	0xE5F100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15071488  	0xE5F900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15073536  	0xE60100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15075584  	0xE60900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15077632  	0xE61100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15079680  	0xE61900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15081728  	0xE62100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15083776  	0xE62900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15085824  	0xE63100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
15087872  	0xE63900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15089920  	0xE64100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15091968  	0xE64900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15094016  	0xE65100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15096064  	0xE65900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15098112  	0xE66100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15100160  	0xE66900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15102208  	0xE67100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15104256  	0xE67900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15106304  	0xE68100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15108352  	0xE68900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15110400  	0xE69100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15112448  	0xE69900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15114496  	0xE6A100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15116544  	0xE6A900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15118592  	0xE6B100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15120640  	0xE6B900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15122688  	0xE6C100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15124736  	0xE6C900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15126784  	0xE6D100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
15128832  	0xE6D900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15130880  	0xE6E100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
15132928  	0xE6E900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15134976  	0xE6F100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15137024  	0xE6F900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15139072  	0xE70100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15141120  	0xE70900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15143168  	0xE71100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15145216  	0xE71900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15147264  	0xE72100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
15149312  	0xE72900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15151360  	0xE73100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
15153408  	0xE73900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15155456  	0xE74100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15157504  	0xE74900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15159552  	0xE75100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15161600  	0xE75900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15163648  	0xE76100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15165696  	0xE76900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15167744  	0xE77100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
15169792  	0xE77900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15171840  	0xE78100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15173888  	0xE78900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15175936  	0xE79100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15177984  	0xE79900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15180032  	0xE7A100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15182080  	0xE7A900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15184128  	0xE7B100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15186176  	0xE7B900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15188224  	0xE7C100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15190272  	0xE7C900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15192320  	0xE7D100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15194368  	0xE7D900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15196416  	0xE7E100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
15198464  	0xE7E900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15200512  	0xE7F100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15202560  	0xE7F900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15204608  	0xE80100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15206656  	0xE80900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15208704  	0xE81100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15210752  	0xE81900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15212800  	0xE82100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
15214848  	0xE82900  	PC bitmap, Windows 3.x format, 60 x 75 x 1
15216896  	0xE83100  	PC bitmap, Windows 3.x format, 60 x 75 x 1
15218944  	0xE83900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15220992  	0xE84100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15223040  	0xE84900  	PC bitmap, Windows 3.x format, 54 x 8 x 1
15225088  	0xE85100  	PC bitmap, Windows 3.x format, 54 x 8 x 1
15227136  	0xE85900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15229184  	0xE86100  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15231232  	0xE86900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15233280  	0xE87100  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15235328  	0xE87900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15237376  	0xE88100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15239424  	0xE88900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15241472  	0xE89100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15243520  	0xE89900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15245568  	0xE8A100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15247616  	0xE8A900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15249664  	0xE8B100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15251712  	0xE8B900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15253760  	0xE8C100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15255808  	0xE8C900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15257856  	0xE8D100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15259904  	0xE8D900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15261952  	0xE8E100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15264000  	0xE8E900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15266048  	0xE8F100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15268096  	0xE8F900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15270144  	0xE90100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15272192  	0xE90900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15274240  	0xE91100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15276288  	0xE91900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15278336  	0xE92100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15280384  	0xE92900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15282432  	0xE93100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15284480  	0xE93900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15286528  	0xE94100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15288576  	0xE94900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15290624  	0xE95100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15292672  	0xE95900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15294720  	0xE96100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15296768  	0xE96900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15298816  	0xE97100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15300864  	0xE97900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15302912  	0xE98100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15304960  	0xE98900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15307008  	0xE99100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15309056  	0xE99900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15311104  	0xE9A100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15313152  	0xE9A900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15315200  	0xE9B100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15317248  	0xE9B900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15319296  	0xE9C100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15321344  	0xE9C900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15323392  	0xE9D100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15325440  	0xE9D900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15327488  	0xE9E100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15329536  	0xE9E900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15331584  	0xE9F100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15333632  	0xE9F900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
